NAME	TITLE	SCORE	
MTHFD2P1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48859]"	1.6890328	
ADAMTS7P4	ADAMTS7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49410]	1.6617205	
MYLPF	"myosin light chain, phosphorylatable, fast skeletal muscle [Source:HGNC Symbol;Acc:HGNC:29824]"	1.6578845	
CYP3A43	cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]	1.6507893	
TRPC1	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]	1.6369071	
LINC02577	long intergenic non-protein coding RNA 2577 [Source:HGNC Symbol;Acc:HGNC:53749]	1.6348288	
ADCY10P1	ADCY10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44143]	1.6323786	
PBLD	phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301]	1.6234766	
TAS1R3	taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]	1.6191434	
MT-RNR2	mitochondrially encoded 16S rRNA [Source:HGNC Symbol;Acc:HGNC:7471]	1.5950649	
C1QTNF9	C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]	1.5925705	
DNASE1L2	deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]	1.5679677	
PAN2	poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]	1.5484675	
MLIP	muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355]	1.547928	
HCG4B	HLA complex group 4B [Source:HGNC Symbol;Acc:HGNC:22919]	1.5464953	
C4orf47	chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]	1.5282035	
SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	1.5137218	
ATP13A4	ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]	1.511882	
RPS6KB2-AS1	RPS6KB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53744]	1.505763	
SNORA59B	"small nucleolar RNA, H/ACA box 59B [Source:HGNC Symbol;Acc:HGNC:32658]"	1.5051044	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	1.5003334	
LINC02452	long intergenic non-protein coding RNA 2452 [Source:HGNC Symbol;Acc:HGNC:53384]	1.4963508	
ZNF436-AS1	ZNF436 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25122]	1.4931761	
OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene [Source:HGNC Symbol;Acc:HGNC:15343]	1.4915282	
SLC13A4	solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827]	1.4872271	
PFKFB1	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]"	1.4821469	
H4C9	H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]	1.4771495	
MYLK-AS1	MYLK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42440]	1.4766908	
GPR27	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]	1.4749416	
PHC1P1	polyhomeotic homolog 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34502]	1.4729868	
DCST2	DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26562]	1.4712242	
PNMT	phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]	1.4666278	
UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	1.4633565	
TTC34	tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]	1.4624052	
MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	1.462332	
TNNT1	"troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]"	1.4580268	
AMIGO3	adhesion molecule with Ig like domain 3 [Source:HGNC Symbol;Acc:HGNC:24075]	1.4520309	
CLDND2	claudin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28511]	1.4510518	
LHFPL5	LHFPL tetraspan subfamily member 5 [Source:HGNC Symbol;Acc:HGNC:21253]	1.450699	
ME3	malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]	1.4502782	
FDX1P1	ferredoxin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3640]	1.4474344	
PURPL	p53 upregulated regulator of p53 levels [Source:HGNC Symbol;Acc:HGNC:48995]	1.4464992	
ZNF890P	"zinc finger protein 890, pseudogene [Source:HGNC Symbol;Acc:HGNC:38691]"	1.4439322	
LRRC37A3	leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]	1.4413157	
IGFLR1	IGF like family receptor 1 [Source:HGNC Symbol;Acc:HGNC:23620]	1.4397007	
PPP1R14BP3	protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16330]	1.4289335	
GLI1	GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]	1.4232854	
P3H2-AS1	P3H2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40886]	1.4212565	
MALAT1	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]	1.420757	
PCDHGA9	"protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:HGNC:8707]"	1.4206074	
TTLL3	tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]	1.416738	
SUGT1P4-STRA6LP	SUGT1P4-STRA6LP readthrough [Source:HGNC Symbol;Acc:HGNC:53834]	1.4137344	
MMRN2	multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]	1.409508	
ZEB2-AS1	ZEB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37149]	1.4094418	
TPBG	trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]	1.4053035	
OR2B11	olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249]	1.402404	
BCL2L1-AS1	BCL2L1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40095]	1.3936001	
ZNF221	zinc finger protein 221 [Source:HGNC Symbol;Acc:HGNC:13014]	1.3882631	
IQCN	IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]	1.3870587	
LINC02390	long intergenic non-protein coding RNA 2390 [Source:HGNC Symbol;Acc:HGNC:53317]	1.3848202	
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]	1.3782495	
ARHGAP33	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]	1.3771483	
TRGVB	T cell receptor gamma variable B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12297]	1.3761227	
FIGNL2	fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]	1.3761111	
LGALS9B	galectin 9B [Source:HGNC Symbol;Acc:HGNC:24842]	1.3754615	
MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]	1.375276	
CTCFL	CCCTC-binding factor like [Source:HGNC Symbol;Acc:HGNC:16234]	1.3744506	
HOXA-AS2	HOXA cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43745]	1.3679473	
ACTG1P17	actin gamma 1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:51497]	1.3596841	
CSAD	cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]	1.3591354	
NSRP1P1	nuclear speckle splicing regulatory protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38087]	1.3579285	
CCL16	C-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:10614]	1.3553377	
VN1R1	vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548]	1.3537863	
PCDHGB8P	"protocadherin gamma subfamily B, 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:8715]"	1.353472	
NPIPB15	nuclear pore complex interacting protein family member B15 [Source:HGNC Symbol;Acc:HGNC:34409]	1.3530085	
FBF1	Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]	1.3529669	
IGLV2-8	immunoglobulin lambda variable 2-8 [Source:HGNC Symbol;Acc:HGNC:5895]	1.3494027	
ECT2L	epithelial cell transforming 2 like [Source:HGNC Symbol;Acc:HGNC:21118]	1.3459811	
LINC00921	long intergenic non-protein coding RNA 921 [Source:HGNC Symbol;Acc:HGNC:26830]	1.3451551	
LRRC1	leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307]	1.3438216	
PIH1D3	PIH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28570]	1.3429658	
PPOX	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]	1.3408518	
ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]	1.3398657	
LINC01505	long intergenic non-protein coding RNA 1505 [Source:HGNC Symbol;Acc:HGNC:51186]	1.3365157	
FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]	1.3348142	
GPR141BP	"G protein-coupled receptor 141B, pseudogene [Source:HGNC Symbol;Acc:HGNC:53813]"	1.33408	
SLC12A4	solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]	1.3319203	
ZNF615	zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]	1.3308762	
CASR	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	1.3300191	
ZBTB22	zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:HGNC:13085]	1.3291609	
TRGV8	T cell receptor gamma variable 8 [Source:HGNC Symbol;Acc:HGNC:12294]	1.3246045	
APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol;Acc:HGNC:24100]	1.3213489	
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	1.320497	
LENG8	leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]	1.3190134	
EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	1.3109717	
ATP2B1-AS1	ATP2B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27883]	1.3105924	
GPR141	G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:HGNC:19997]	1.3096918	
POPDC2	popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]	1.3091239	
ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]	1.3085519	
ZNF230	zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024]	1.305819	
ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	1.3031793	
FGF17	fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]	1.3025787	
MS4A2	membrane spanning 4-domains A2 [Source:HGNC Symbol;Acc:HGNC:7316]	1.2989537	
DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	1.2979442	
SULT1C2	sulfotransferase family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:11456]	1.2940216	
DLEC1	DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]	1.292769	
HCG20	HLA complex group 20 [Source:HGNC Symbol;Acc:HGNC:31334]	1.2900698	
ACAD11	acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]	1.2886357	
SIDT2	SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]	1.2877505	
ATP6AP1L	ATPase H+ transporting accessory protein 1 like [Source:HGNC Symbol;Acc:HGNC:28091]	1.287443	
NKILA	NF-kappaB interacting lncRNA [Source:HGNC Symbol;Acc:HGNC:51599]	1.283057	
LINC01376	long intergenic non-protein coding RNA 1376 [Source:HGNC Symbol;Acc:HGNC:50637]	1.2802325	
CYP2D8P	"ccytochrome P450 family 2 subfamily D member 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:2628]"	1.2744138	
SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32455]	1.2741615	
HDAC4-AS1	HDAC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54064]	1.2729115	
SYCP3	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]	1.2716128	
TOMM20P2	TOMM20 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50519]	1.2707921	
MMP24	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]	1.2705915	
ERAP2	endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]	1.2697091	
ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	1.2664688	
ABHD4	abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154]	1.2658798	
LINC01470	long intergenic non-protein coding RNA 1470 [Source:HGNC Symbol;Acc:HGNC:51105]	1.2656978	
MEF2B	myocyte enhancer factor 2B [Source:HGNC Symbol;Acc:HGNC:6995]	1.2643975	
TIAF1	TGFB1-induced anti-apoptotic factor 1 [Source:HGNC Symbol;Acc:HGNC:11803]	1.2641147	
PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]	1.2624363	
PATL2	PAT1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:33630]	1.2602563	
TSC22D1-AS1	TSC22D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43684]	1.2570364	
LINC01089	long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886]	1.2555394	
SCARNA5	small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]	1.2548028	
GRAMD4	GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]	1.2547996	
PLEKHS1	pleckstrin homology domain containing S1 [Source:HGNC Symbol;Acc:HGNC:26285]	1.2546902	
ARHGEF9	Cdc42 guanine nucleotide exchange factor 9 [Source:HGNC Symbol;Acc:HGNC:14561]	1.2529573	
CX3CR1	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	1.2478585	
SPTAN1	"spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"	1.2464335	
GOLGA6L22	golgin A6 family like 22 [Source:HGNC Symbol;Acc:HGNC:50289]	1.2463639	
ANKRD62	ankyrin repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:35241]	1.245562	
SLC25A45	solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442]	1.245091	
C14orf28	chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]	1.240448	
FAM13A-AS1	FAM13A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:19370]	1.238625	
ARHGAP27P2	Rho GTPase activating protein 27 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53771]	1.2381294	
CCDC18-AS1	CCDC18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52262]	1.2368222	
CYP4F8	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]	1.2362738	
CYSRT1	cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]	1.2360266	
TESK1	testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731]	1.2353163	
OBSCN-AS1	OBSCN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32047]	1.2320131	
RNA5SP149	"RNA, 5S ribosomal pseudogene 149 [Source:HGNC Symbol;Acc:HGNC:43049]"	1.2289257	
ZNF250	zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]	1.2288687	
DCT	dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]	1.2249882	
PRIMPOL	primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575]	1.2249756	
LINC01537	long intergenic non-protein coding RNA 1537 [Source:HGNC Symbol;Acc:HGNC:51301]	1.2235217	
ZSCAN16-AS1	ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]	1.2233893	
CPHL1P	"ceruloplasmin and hephaestin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:31714]"	1.2209693	
DIRAS1	DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]	1.2204709	
TENT5A	terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]	1.2204069	
TMEM117	transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]	1.2197753	
BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]	1.2193505	
IFT172	intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]	1.2177718	
LRRC75B	leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]	1.2171278	
LINC02716	long intergenic non-protein coding RNA 2716 [Source:HGNC Symbol;Acc:HGNC:25454]	1.2139347	
EIF3J-DT	EIF3J divergent transcript [Source:HGNC Symbol;Acc:HGNC:48616]	1.2134036	
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	1.2132217	
CDH24	cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]	1.2127824	
C2orf91	chromosome 2 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:42966]	1.2113371	
BICRA	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]	1.2082909	
LRIG2-DT	LRIG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54312]	1.2073631	
C4orf50	chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]	1.204937	
GSDMB	gasdermin B [Source:HGNC Symbol;Acc:HGNC:23690]	1.2048548	
BHMT2	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]	1.2046763	
THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	1.2043265	
DHDDS-AS1	DHDDS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40925]	1.2038568	
OR1A1	olfactory receptor family 1 subfamily A member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8179]	1.2021353	
FCHO2	FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180]	1.2004309	
RPL23AP1	ribosomal protein L23a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10318]	1.2000568	
HNRNPCP1	heterogeneous nuclear ribonucleoprotein C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20017]	1.1993338	
CNIH2	cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]	1.1973816	
CABYR	calcium binding tyrosine phosphorylation regulated [Source:HGNC Symbol;Acc:HGNC:15569]	1.1965834	
ADGRE5	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	1.1952051	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	1.1944442	
LINC01431	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	1.1931962	
LRRC75A	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	1.1917124	
PRKAR2A-AS1	PRKAR2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40471]	1.1908054	
TMEM198B	transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]	1.1900375	
TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	1.189828	
SCARNA9	small Cajal body-specific RNA 9 [Source:HGNC Symbol;Acc:HGNC:32566]	1.1893795	
LINC02084	long intergenic non-protein coding RNA 2084 [Source:HGNC Symbol;Acc:HGNC:52934]	1.1867348	
NOXO1	NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404]	1.1852471	
RHBDL1	rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007]	1.1847141	
MGAT4C	MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]	1.1841024	
SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]"	1.1839094	
ARAP1	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]"	1.1824622	
ANXA8L1	annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]	1.1803087	
MSS51	MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:HGNC:21000]	1.1791255	
EPS15P1	epidermal growth factor receptor pathway substrate 15 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18166]	1.1787969	
PARP12	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]	1.1777864	
LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]	1.1775306	
PCGF2	polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]	1.1747541	
MOV10	Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]	1.173009	
ATG9A	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]	1.1723973	
AL121944.2	"novel transcript, antisense to ZNF165"	1.1720318	
SMG7-AS1	SMG7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24518]	1.1702036	
RPL32P3	ribosomal protein L32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:27024]	1.1699237	
GPR137B	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]	1.1666799	
SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	1.1651547	
LINC02604	long intergenic non-protein coding RNA 2604 [Source:HGNC Symbol;Acc:HGNC:53972]	1.1649038	
SAP25	Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]	1.1635864	
DISP1	dispatched RND transporter family member 1 [Source:HGNC Symbol;Acc:HGNC:19711]	1.16298	
PTPRU	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	1.1623278	
PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	1.161785	
CARMIL3	capping protein regulator and myosin 1 linker 3 [Source:HGNC Symbol;Acc:HGNC:20272]	1.1578499	
PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	1.1573575	
GARS-DT	GARS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48951]	1.1567479	
LINC02352	long intergenic non-protein coding RNA 2352 [Source:HGNC Symbol;Acc:HGNC:53274]	1.156567	
PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]	1.153821	
ZNF716	zinc finger protein 716 [Source:HGNC Symbol;Acc:HGNC:32458]	1.153032	
STPG3-AS1	STPG3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51176]	1.1495515	
PRF1	perforin 1 [Source:HGNC Symbol;Acc:HGNC:9360]	1.1449449	
ZNF429	zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]	1.1448951	
PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]	1.1444176	
NTN4	netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]	1.1439799	
